tau,n_layers,n_units,lr,dropout,weight_decay,val_loss,train_epochs,time_sec
0.05,10,1,0.001,0.0,0.0001,0.0009751465986482799,8,0.757
0.05,10,1,0.001,0.2,0.01,0.0009687361307442188,7,0.798
0.05,10,1,0.001,0.2,0.001,0.0010072611039504409,7,0.798
0.05,10,1,0.001,0.2,0.0001,0.0010139173828065395,7,0.796
0.05,10,1,0.0001,0.0,0.01,0.0009450110956095159,79,3.73
0.05,10,1,0.0001,0.0,0.001,0.0009460432338528335,78,3.701
0.05,10,1,0.0001,0.0,0.0001,0.0009460315923206508,78,3.686
0.05,10,1,0.0001,0.2,0.01,0.0009453829261474311,75,3.998
0.05,10,1,0.0001,0.2,0.001,0.0009447209886275232,75,3.998
0.05,10,1,0.0001,0.2,0.0001,0.0009465158800594509,75,4.002
0.05,10,5,0.01,0.0,0.01,0.0009488717769272625,8,0.769
0.05,10,5,0.01,0.0,0.001,0.000979122007265687,8,0.774
0.05,10,5,0.01,0.0,0.0001,0.0009471031953580678,8,0.769
0.05,10,5,0.01,0.2,0.01,0.0009540285682305694,17,1.3
0.05,10,5,0.01,0.2,0.001,0.0009774203645065427,1,0.533
0.05,10,5,0.01,0.2,0.0001,0.00098288687877357,1,0.53
0.05,10,5,0.001,0.0,0.01,0.000971526897046715,12,0.952
0.05,10,5,0.001,0.0,0.001,0.0009604464285075665,12,0.944
0.05,10,5,0.001,0.0,0.0001,0.0010096176993101835,12,0.941
0.05,10,5,0.001,0.2,0.01,0.0009995184373110533,17,1.304
0.05,10,5,0.001,0.2,0.001,0.0009893978713080287,4,0.67
0.05,10,5,0.001,0.2,0.0001,0.0010092671727761626,4,0.672
0.05,10,5,0.0001,0.0,0.01,0.0011402441887184978,42,2.243
0.05,10,5,0.0001,0.0,0.001,0.0011473391205072403,31,1.761
0.05,10,5,0.0001,0.0,0.0001,0.0011264891363680363,45,2.361
0.05,10,5,0.0001,0.2,0.01,0.0011414726031944156,66,3.678
0.05,10,5,0.0001,0.2,0.001,0.0010456524323672056,36,2.219
0.05,10,5,0.0001,0.2,0.0001,0.0010392082622274756,31,1.973
0.05,10,10,0.01,0.0,0.01,0.0009782735724002123,22,1.407
0.05,10,10,0.01,0.0,0.001,0.0010034656152129173,6,0.707
0.05,10,10,0.01,0.0,0.0001,0.0009879308054223657,4,0.616
0.05,10,10,0.01,0.2,0.01,0.0009607303072698414,19,1.435
0.05,10,10,0.01,0.2,0.001,0.0009448602213524282,19,1.446
0.05,10,10,0.01,0.2,0.0001,0.000986809260211885,13,1.146
