tau,n_layers,n_units,lr,dropout,weight_decay,val_loss,train_epochs,time_sec
0.05,10,10,0.001,0.2,0.001,0.0010327224154025316,19,1.43
0.05,10,10,0.001,0.2,0.0001,0.001086703734472394,19,1.424
0.05,10,10,0.0001,0.0,0.01,0.0011830624425783753,37,2.039
0.05,10,10,0.0001,0.0,0.001,0.001105931238271296,13,1.002
0.05,10,10,0.0001,0.0,0.0001,0.0010607546428218484,8,0.804
0.05,10,10,0.0001,0.2,0.01,0.001176580903120339,87,4.759
0.05,10,10,0.0001,0.2,0.001,0.001190169365145266,120,6.352
0.05,10,10,0.0001,0.2,0.0001,0.001215769094415009,138,7.223
0.1,1,1,0.01,0.0,0.01,0.001521084806881845,3,0.216
0.1,1,1,0.01,0.0,0.001,0.0015136819565668702,7,0.277
0.1,1,1,0.01,0.0,0.0001,0.0014849293511360884,3,0.208
0.1,1,1,0.01,0.2,0.01,0.0016143013490363955,1,0.182
0.1,1,1,0.01,0.2,0.001,0.0016336834523826838,5,0.246
0.1,1,1,0.01,0.2,0.0001,0.0016196239739656448,5,0.254
0.1,1,1,0.001,0.0,0.01,0.001628076657652855,6,0.263
0.1,1,1,0.001,0.0,0.001,0.001550616230815649,6,0.262
0.1,1,1,0.001,0.0,0.0001,0.0014918505912646651,24,0.546
0.1,1,1,0.001,0.2,0.01,0.0015283682150766253,18,0.462
0.1,1,1,0.001,0.2,0.001,0.0016234220238402486,19,0.484
0.1,1,1,0.001,0.2,0.0001,0.0015411712229251862,19,0.489
0.1,1,1,0.0001,0.0,0.01,0.0015170241240411997,34,0.709
0.1,1,1,0.0001,0.0,0.001,0.0014965543523430824,34,0.705
0.1,1,1,0.0001,0.0,0.0001,0.0014968422474339604,34,0.707
0.1,1,1,0.0001,0.2,0.01,0.0015214461600407958,122,2.208
0.1,1,1,0.0001,0.2,0.001,0.0015204721130430698,124,2.258
0.1,1,1,0.0001,0.2,0.0001,0.0015155889559537172,124,2.239
0.1,1,5,0.01,0.0,0.01,0.001521096215583384,26,0.594
0.1,1,5,0.01,0.0,0.001,0.0015255382750183344,5,0.241
0.1,1,5,0.01,0.0,0.0001,0.0015573494601994753,4,0.225
0.1,1,5,0.01,0.2,0.01,0.0015217158943414688,11,0.354
0.1,1,5,0.01,0.2,0.001,0.001525701372884214,7,0.293
0.1,1,5,0.01,0.2,0.0001,0.0015220883069559932,15,0.442
0.1,1,5,0.001,0.0,0.01,0.0017165980534628034,7,0.271
0.1,1,5,0.001,0.0,0.001,0.0016834638081490993,7,0.281
0.1,1,5,0.001,0.0,0.0001,0.001687144162133336,7,0.273
0.1,1,5,0.001,0.2,0.01,0.0026681728195399046,1,0.183
0.1,1,5,0.001,0.2,0.001,0.0027286179829388857,1,0.183
0.1,1,5,0.001,0.2,0.0001,0.0027355337515473366,1,0.186
0.1,1,5,0.0001,0.0,0.01,0.0015386638697236776,10,0.331
0.1,1,5,0.0001,0.0,0.001,0.0015356708317995071,10,0.331
0.1,1,5,0.0001,0.0,0.0001,0.0015355749055743217,10,0.32
0.1,1,5,0.0001,0.2,0.01,0.0024916152469813824,10,0.334
0.1,1,5,0.0001,0.2,0.001,0.0023795536253601313,9,0.325
0.1,1,5,0.0001,0.2,0.0001,0.002367533277720213,9,0.318
0.1,1,10,0.01,0.0,0.01,0.001521396217867732,6,0.266
0.1,1,10,0.01,0.0,0.001,0.0015172881539911032,2,0.192
0.1,1,10,0.01,0.0,0.0001,0.0014987566974014044,6,0.256
0.1,1,10,0.01,0.2,0.01,0.0015228032134473324,10,0.335
0.1,1,10,0.01,0.2,0.001,0.0015219635097309947,5,0.258
0.1,1,10,0.01,0.2,0.0001,0.0015270226867869496,8,0.31
0.1,1,10,0.001,0.0,0.01,0.0015205031959339976,15,0.406
0.1,1,10,0.001,0.0,0.001,0.0015422942815348506,12,0.352
0.1,1,10,0.001,0.0,0.0001,0.0015015804674476385,17,0.446
