tau,n_layers,n_units,lr,dropout,weight_decay,val_loss,train_epochs,time_sec
0.1,1,10,0.0001,0.2,0.0001,0.0015257317572832108,11,0.363
0.1,5,1,0.01,0.0,0.01,0.0015522355679422617,4,0.39
0.1,5,1,0.01,0.0,0.001,0.0015220054192468524,26,1.009
0.1,5,1,0.01,0.0,0.0001,0.00163839606102556,3,0.366
0.1,5,1,0.01,0.2,0.01,0.0015642432263121009,3,0.395
0.1,5,1,0.01,0.2,0.001,0.0015457036206498742,3,0.392
0.1,5,1,0.01,0.2,0.0001,0.0015250305877998471,18,0.862
0.1,5,1,0.001,0.0,0.01,0.0016312426887452602,9,0.534
0.1,5,1,0.001,0.0,0.001,0.001665971358306706,9,0.53
0.1,5,1,0.001,0.0,0.0001,0.0016652756603434682,9,0.529
0.1,5,1,0.001,0.2,0.01,0.0015375841176137328,14,0.728
0.1,5,1,0.001,0.2,0.001,0.0015231190482154489,11,0.641
0.1,5,1,0.001,0.2,0.0001,0.0015411630738526583,11,0.634
0.1,5,1,0.0001,0.0,0.01,0.0015228218398988247,84,2.617
0.1,5,1,0.0001,0.0,0.001,0.0015222089132294059,84,2.624
0.1,5,1,0.0001,0.0,0.0001,0.001522171194665134,84,2.614
0.1,5,1,0.0001,0.2,0.01,0.0015255112666636705,97,3.265
0.1,5,1,0.0001,0.2,0.001,0.0015227756230160594,90,3.049
0.1,5,1,0.0001,0.2,0.0001,0.0015242435038089752,88,2.986
0.1,5,5,0.01,0.0,0.01,0.00153343437705189,1,0.308
0.1,5,5,0.01,0.0,0.001,0.0015285772969946265,9,0.536
0.1,5,5,0.01,0.0,0.0001,0.0015223636291921139,4,0.405
0.1,5,5,0.01,0.2,0.01,0.0015212665311992168,7,0.53
0.1,5,5,0.01,0.2,0.001,0.0015248609706759453,14,0.748
0.1,5,5,0.01,0.2,0.0001,0.0015275016194209456,14,0.748
0.1,5,5,0.001,0.0,0.01,0.0015388914616778493,17,0.771
0.1,5,5,0.001,0.0,0.001,0.0015491923550143838,17,0.765
0.1,5,5,0.001,0.0,0.0001,0.0015582259511575103,17,0.775
0.1,5,5,0.001,0.2,0.01,0.0016160940285772085,19,0.902
0.1,5,5,0.001,0.2,0.001,0.0016015386208891869,18,0.872
0.1,5,5,0.001,0.2,0.0001,0.0016235029324889183,19,0.929
0.1,5,5,0.0001,0.0,0.01,0.0015330356545746326,6,0.452
0.1,5,5,0.0001,0.0,0.001,0.001535708550363779,6,0.46
0.1,5,5,0.0001,0.0,0.0001,0.0015360324177891016,6,0.456
0.1,5,5,0.0001,0.2,0.01,0.0015213803853839636,7,0.526
0.1,5,5,0.0001,0.2,0.001,0.001521402271464467,7,0.523
0.1,5,5,0.0001,0.2,0.0001,0.0015215291641652584,7,0.534
0.1,5,10,0.01,0.0,0.01,0.001532623078674078,7,0.491
0.1,5,10,0.01,0.0,0.001,0.0015252938028424978,11,0.613
0.1,5,10,0.01,0.0,0.0001,0.0015240885550156236,3,0.376
0.1,5,10,0.01,0.2,0.01,0.0015453671803697944,5,0.477
0.1,5,10,0.01,0.2,0.001,0.0015579370083287358,5,0.477
0.1,5,10,0.01,0.2,0.0001,0.001555743394419551,5,0.48
0.1,5,10,0.001,0.0,0.01,0.0016289326595142484,7,0.494
0.1,5,10,0.001,0.0,0.001,0.001545709790661931,21,0.901
0.1,5,10,0.001,0.0,0.0001,0.0015289121074602008,21,0.895
0.1,5,10,0.001,0.2,0.01,0.0016268501058220863,29,1.244
0.1,5,10,0.001,0.2,0.001,0.0016203480772674084,35,1.438
0.1,5,10,0.001,0.2,0.0001,0.0016124399844557047,27,1.179
0.1,5,10,0.0001,0.0,0.01,0.001523894490674138,6,0.459
0.1,5,10,0.0001,0.0,0.001,0.0015392405912280083,6,0.469
0.1,5,10,0.0001,0.0,0.0001,0.0015414048684760928,6,0.464
0.1,5,10,0.0001,0.2,0.01,0.0017066928558051586,7,0.543
0.1,5,10,0.0001,0.2,0.001,0.0016068164259195328,6,0.507
0.1,5,10,0.0001,0.2,0.0001,0.0015953360125422478,6,0.521
0.1,10,1,0.01,0.0,0.01,0.0015225965762510896,11,0.872
0.1,10,1,0.01,0.0,0.001,0.0015222898218780756,13,0.993
0.1,10,1,0.01,0.0,0.0001,0.001521261059679091,7,0.707
0.1,10,1,0.01,0.2,0.01,0.0015315464697778225,11,0.982
0.1,10,1,0.01,0.2,0.001,0.0015240663196891546,11,0.988
0.1,10,1,0.01,0.2,0.0001,0.0015392194036394358,11,0.985
0.1,10,1,0.001,0.0,0.01,0.0016580764204263687,11,0.879
0.1,10,1,0.001,0.0,0.001,0.0015869452618062496,27,1.547
0.1,10,1,0.001,0.0,0.0001,0.0015873401425778866,29,1.635
0.1,10,1,0.001,0.2,0.01,0.0016461671330034733,5,0.694
0.1,10,1,0.001,0.2,0.001,0.001620747148990631,22,1.497
0.1,10,1,0.001,0.2,0.0001,0.0016580637311562896,5,0.699
0.1,10,1,0.0001,0.0,0.01,0.0017065164865925908,60,2.961
0.1,10,1,0.0001,0.0,0.001,0.0017048903973773122,60,2.925
0.1,10,1,0.0001,0.0,0.0001,0.001704706926830113,60,2.938
0.1,10,1,0.0001,0.2,0.01,0.0017159509006887674,59,3.234
0.1,10,1,0.0001,0.2,0.001,0.001718787825666368,59,3.226
0.1,10,1,0.0001,0.2,0.0001,0.0017186817713081837,59,3.235
0.1,10,5,0.01,0.0,0.01,0.0015269463183358312,6,0.687
0.1,10,5,0.01,0.0,0.001,0.0015226847026497126,13,0.986
0.1,10,5,0.01,0.0,0.0001,0.0015214902814477682,6,0.686
0.1,10,5,0.01,0.2,0.01,0.0015287901042029262,1,0.533
0.1,10,5,0.01,0.2,0.001,0.0015421718126162887,2,0.573
0.1,10,5,0.01,0.2,0.0001,0.001525570871308446,2,0.584
0.1,10,5,0.001,0.0,0.01,0.001591057749465108,4,0.595
0.1,10,5,0.001,0.0,0.001,0.0016060495981946588,5,0.648
0.1,10,5,0.001,0.0,0.0001,0.0015960745513439178,5,0.639
0.1,10,5,0.001,0.2,0.01,0.0015411647036671638,7,0.831
0.1,10,5,0.001,0.2,0.001,0.0015508591895923018,7,0.851
0.1,10,5,0.001,0.2,0.0001,0.001541512319818139,7,0.818
0.1,10,5,0.0001,0.0,0.01,0.0017020516097545624,17,1.148
0.1,10,5,0.0001,0.0,0.001,0.0017010113224387169,17,1.156
0.1,10,5,0.0001,0.0,0.0001,0.00170139002148062,17,1.188
0.1,10,5,0.0001,0.2,0.01,0.0016979965148493648,11,1.053
0.1,10,5,0.0001,0.2,0.001,0.0017025308916345239,11,1.054
0.1,10,5,0.0001,0.2,0.0001,0.0017108495812863111,11,1.026
0.1,10,10,0.01,0.0,0.01,0.0015229725977405906,3,0.574
0.1,10,10,0.01,0.0,0.001,0.0015412070788443089,1,0.49
0.1,10,10,0.01,0.0,0.0001,0.001558814779855311,3,0.576
0.1,10,10,0.01,0.2,0.01,0.001523072482086718,5,0.773
0.1,10,10,0.01,0.2,0.001,0.0015213142614811659,5,0.773
0.1,10,10,0.01,0.2,0.0001,0.00152844178956002,5,0.751
0.1,10,10,0.001,0.0,0.01,0.0015865640016272664,1,0.489
0.1,10,10,0.001,0.0,0.001,0.0016225406434386969,1,0.536
0.1,10,10,0.001,0.0,0.0001,0.0016168169677257538,1,0.49
0.1,10,10,0.001,0.2,0.01,0.0015912397066131234,38,2.469
0.1,10,10,0.001,0.2,0.001,0.0015832801582291722,38,2.4
0.1,10,10,0.001,0.2,0.0001,0.001590784639120102,19,1.446
0.1,10,10,0.0001,0.0,0.01,0.0015289558796212077,3,0.589
0.1,10,10,0.0001,0.0,0.001,0.0015435789246112108,3,0.608
0.1,10,10,0.0001,0.0,0.0001,0.0015462083974853158,3,0.591
0.1,10,10,0.0001,0.2,0.01,0.001676748739555478,3,0.682
0.1,10,10,0.0001,0.2,0.001,0.001575769972987473,3,0.656
0.1,10,10,0.0001,0.2,0.0001,0.0015665229875594378,3,0.655
