tau,n_layers,n_units,lr,dropout,weight_decay,val_loss,train_epochs,time_sec
0.05,5,1,0.001,0.0,0.0001,0.0009951416868716478,3,0.361
0.05,5,1,0.001,0.2,0.01,0.0009968876838684082,3,0.397
0.05,5,1,0.001,0.2,0.001,0.0009966149227693677,3,0.4
0.05,5,1,0.001,0.2,0.0001,0.0009968634694814682,3,0.392
0.05,5,1,0.0001,0.0,0.01,0.0009449484059587121,27,1.028
0.05,5,1,0.0001,0.0,0.001,0.0009449154022149742,27,1.021
0.05,5,1,0.0001,0.0,0.0001,0.0009449147619307041,27,1.027
0.05,5,1,0.0001,0.2,0.01,0.0009448194177821279,27,1.118
0.05,5,1,0.0001,0.2,0.001,0.0009448013151995838,27,1.121
0.05,5,1,0.0001,0.2,0.0001,0.0009448009077459574,27,1.14
0.05,5,5,0.01,0.0,0.01,0.000945937936194241,10,0.573
0.05,5,5,0.01,0.0,0.001,0.0009521550382487476,11,0.592
0.05,5,5,0.01,0.0,0.0001,0.0009447116171941161,10,0.564
0.05,5,5,0.01,0.2,0.01,0.0009492886601947248,6,0.504
0.05,5,5,0.01,0.2,0.001,0.0009549790411256254,6,0.5
0.05,5,5,0.01,0.2,0.0001,0.0009794674115255475,6,0.491
0.05,5,5,0.001,0.0,0.01,0.0010162971448153257,9,0.543
0.05,5,5,0.001,0.0,0.001,0.0009982346091419458,9,0.535
0.05,5,5,0.001,0.0,0.0001,0.0009741364629007876,9,0.537
0.05,5,5,0.001,0.2,0.01,0.001036001369357109,13,0.715
0.05,5,5,0.001,0.2,0.001,0.0010541810188442469,39,1.532
0.05,5,5,0.001,0.2,0.0001,0.0011086640879511833,21,0.956
0.05,5,5,0.0001,0.0,0.01,0.0011688640806823969,13,0.649
0.05,5,5,0.0001,0.0,0.001,0.0011500505497679114,5,0.426
0.05,5,5,0.0001,0.0,0.0001,0.0011457666987553239,5,0.425
0.05,5,5,0.0001,0.2,0.01,0.0011582649312913418,102,3.463
0.05,5,5,0.0001,0.2,0.001,0.0011355673195794225,176,5.767
0.05,5,5,0.0001,0.2,0.0001,0.001191528863273561,155,5.107
0.05,5,10,0.01,0.0,0.01,0.0009834629017859697,3,0.371
0.05,5,10,0.01,0.0,0.001,0.0009653829620219767,8,0.531
0.05,5,10,0.01,0.0,0.0001,0.0009545159409753978,8,0.514
0.05,5,10,0.01,0.2,0.01,0.0009757705847732723,9,0.61
0.05,5,10,0.01,0.2,0.001,0.0009730299352668226,4,0.44
0.05,5,10,0.01,0.2,0.0001,0.0009933763649314642,4,0.442
0.05,5,10,0.001,0.0,0.01,0.0010604413691908121,3,0.372
0.05,5,10,0.001,0.0,0.001,0.0010829039383679628,8,0.517
0.05,5,10,0.001,0.0,0.0001,0.0010826947400346398,8,0.509
0.05,5,10,0.001,0.2,0.01,0.0022839095909148455,1,0.351
0.05,5,10,0.001,0.2,0.001,0.002872423967346549,1,0.347
0.05,5,10,0.001,0.2,0.0001,0.0029920432716608047,1,0.347
0.05,5,10,0.0001,0.0,0.01,0.000946556858252734,14,0.699
0.05,5,10,0.0001,0.0,0.001,0.0009453647071495652,12,0.631
0.05,5,10,0.0001,0.0,0.0001,0.0009446234325878322,12,0.631
0.05,5,10,0.0001,0.2,0.01,0.0010535857873037457,8,0.572
0.05,5,10,0.0001,0.2,0.001,0.0010295856045559049,8,0.565
0.05,5,10,0.0001,0.2,0.0001,0.0010607769945636392,8,0.577
0.05,10,1,0.01,0.0,0.01,0.0009690114529803395,6,0.662
0.05,10,1,0.01,0.0,0.001,0.0009811600903049111,4,0.585
0.05,10,1,0.01,0.0,0.0001,0.0009471374214626849,5,0.633
0.05,10,1,0.01,0.2,0.01,0.0009472628589719534,2,0.56
0.05,10,1,0.01,0.2,0.001,0.0009463418391533196,8,0.826
0.05,10,1,0.01,0.2,0.0001,0.0009465598268434405,2,0.564
0.05,10,1,0.001,0.0,0.01,0.0010540903313085437,3,0.54
0.05,10,1,0.001,0.0,0.001,0.0010384033666923642,4,0.58
0.05,10,1,0.001,0.0,0.0001,0.0009600722696632147,4,0.586
0.05,10,1,0.001,0.2,0.01,0.0010464848019182682,14,1.109
0.05,10,1,0.001,0.2,0.001,0.0010392280528321862,4,0.658
0.05,10,1,0.001,0.2,0.0001,0.0010420398321002722,4,0.645
0.05,10,1,0.0001,0.0,0.01,0.0011505885049700737,21,1.295
0.05,10,1,0.0001,0.0,0.001,0.001137503539212048,21,1.297
0.05,10,1,0.0001,0.0,0.0001,0.0011374743189662695,21,1.288
0.05,10,1,0.0001,0.2,0.01,0.0011485300492495298,68,3.641
0.05,10,1,0.0001,0.2,0.001,0.0010776808485388756,32,1.963
0.05,10,1,0.0001,0.2,0.0001,0.0010509463027119637,13,1.076
0.05,10,5,0.01,0.0,0.01,0.0009519472368992865,2,0.523
0.05,10,5,0.01,0.0,0.001,0.0009486826020292938,2,0.507
0.05,10,5,0.01,0.0,0.0001,0.0009645009995438159,2,0.514
0.05,10,5,0.01,0.2,0.01,0.0009824911830946803,9,0.903
0.05,10,5,0.01,0.2,0.001,0.0009644653182476759,9,0.912
