,0.01,0.05,0.1
2011-03-25,-0.023409850829617475,-0.016273680489903568,-0.012469414487598397
2011-03-28,-0.0224165179407956,-0.015568882097147924,-0.011918432767038531
2011-03-29,-0.02161522751768948,-0.015003107867336269,-0.011478211348397351
2011-03-30,-0.021085642459486808,-0.014627152652563733,-0.011184155634684676
2011-03-31,-0.02059138553071307,-0.014275639787783395,-0.010908739102226856
2011-04-01,-0.019917491174053902,-0.013801948199929248,-0.010541774869617266
2011-04-04,-0.019333577426017608,-0.013380957699564943,-0.010207638149725994
2011-04-05,-0.018731958963445317,-0.012957832038672361,-0.009879666340936323
2011-04-06,-0.018211734423240127,-0.012594450037832402,-0.009599896517471361
2011-04-07,-0.017722964162587247,-0.012248817865107217,-0.00933057072977007
2011-04-08,-0.017328626458508915,-0.011975766550534065,-0.009122176740649073
2011-04-11,-0.01711271887016373,-0.011835699881384816,-0.00902254058489088
2011-04-12,-0.016797448689727962,-0.011621705785645671,-0.008862536395154094
2011-04-13,-0.016897154565039617,-0.011701977022852694,-0.008932447098701052
2011-04-14,-0.016507141440739174,-0.011433552719574837,-0.0087288413459982
2011-04-15,-0.015594289232340105,-0.010817426243326041,-0.008270898259591753
2011-04-18,-0.015524314030503611,-0.010756215934671888,-0.008214360483060588
2011-04-19,-0.015869254756319895,-0.011018338135852974,-0.008432332435210006
2011-04-20,-0.015832169574142494,-0.010980141860159063,-0.008393543839673799
2011-04-21,-0.016025352440034165,-0.01108679071347162,-0.008454061731080114
2011-04-25,-0.015894789895884814,-0.010981123131093317,-0.008361665560703743
2011-04-26,-0.015871116602503683,-0.010966750665106025,-0.00835225133138448
2011-04-27,-0.015893486445047025,-0.010968186095249428,-0.00834252670374057
2011-04-28,-0.015821179312194192,-0.010901405824321633,-0.0082786927824541
2011-04-29,-0.015769320491802827,-0.010860612038037017,-0.008243797724908117
2011-05-02,-0.0156435971496569,-0.010763820394336172,-0.008162429462593091
2011-05-03,-0.01562911418346225,-0.01075369768793839,-0.008154631194558856
2011-05-04,-0.015492217177913744,-0.01066019401224813,-0.008084260342448751
2011-05-05,-0.015579714871423038,-0.010730570527561902,-0.00814550962101957
2011-05-06,-0.01555984453025188,-0.010757346377536794,-0.008197152382890663
2011-05-09,-0.01551391494077319,-0.010714644160254978,-0.00815617066578483
2011-05-10,-0.015469378227990903,-0.010678346518994658,-0.008124265243066036
2011-05-11,-0.015460080182304157,-0.010653145319748814,-0.008090586131503888
2011-05-12,-0.015707030954224266,-0.01084265949590074,-0.008249481070983023
2011-05-13,-0.01568250460962986,-0.010815422599981995,-0.008220799190183058
2011-05-16,-0.01580033993092811,-0.01090809630331864,-0.008300059328089294
2011-05-17,-0.015880690013660693,-0.010972431041590272,-0.008355856345489979
2011-05-18,-0.015583441241670657,-0.010760275821851281,-0.008189064183586434
2011-05-19,-0.015605139231113379,-0.010766126255475007,-0.008186466343843374
2011-05-20,-0.015522577763927195,-0.010700718384831127,-0.008130202992043166
2011-05-23,-0.01567686986146991,-0.010821823226220105,-0.008233615829978577
2011-05-24,-0.015969458323834826,-0.011044950508224335,-0.008419713613758028
2011-05-25,-0.015838404974970813,-0.01096874745293612,-0.008372751047013873
2011-05-26,-0.01576345032783479,-0.010906653356704519,-0.008317512862881838
2011-05-27,-0.01566274258487937,-0.010824634864485691,-0.00824545754107531
2011-05-31,-0.015535499097912976,-0.010740695045498546,-0.008184602747252401
2011-06-01,-0.015633248832374293,-0.01079241141896359,-0.00821177890630645
2011-06-02,-0.01642276766424431,-0.011376111339519417,-0.008685757526827357
2011-06-03,-0.016333320439947844,-0.011309466809592116,-0.008631269028892007
2011-06-06,-0.0165023417920427,-0.011448784147273601,-0.008754751266402764
2011-06-07,-0.016679623783872815,-0.011586862888464212,-0.008871930899740279
2011-06-08,-0.01660356993630533,-0.01155345333111405,-0.008861254855709351
2011-06-09,-0.016597999500577342,-0.01155773795824719,-0.008870793180387311
2011-06-10,-0.01657468561190951,-0.011527563276868658,-0.008836961035801526
2011-06-13,-0.016900569002019087,-0.011793248588809856,-0.009070554975020639
2011-06-14,-0.016821415792666036,-0.011734962219356283,-0.009023392640704418
2011-06-15,-0.016905324959306346,-0.011773468836573677,-0.009037695326826401
2011-06-16,-0.017344882324964554,-0.01210630542054342,-0.009313639456974316
2011-06-17,-0.017264226159952063,-0.012043534444004883,-0.00926040300823112
2011-06-20,-0.017172335321117088,-0.011967992677161036,-0.009193576871169666
2011-06-21,-0.01711260681406169,-0.011915651268570042,-0.009145173497435755
2011-06-22,-0.01714987813444782,-0.011915537972937132,-0.00912513060133647
2011-06-23,-0.01717773514130224,-0.011945487412946562,-0.009156195509718256
2011-06-24,-0.017145850720095456,-0.01192549055677865,-0.009142535870485302
2011-06-27,-0.017253071087253536,-0.012002350978127276,-0.00920321151706307
2011-06-28,-0.017211581376750138,-0.011955782945927477,-0.00915393625035811
2011-06-29,-0.017249344781167776,-0.011964011494784928,-0.00914641987700353
2011-06-30,-0.017206960768170663,-0.011921887157404002,-0.00910443397173272
2011-07-01,-0.017200438849811567,-0.011908216118873995,-0.009086951763693318
2011-07-05,-0.017350297209456463,-0.012008642738462992,-0.009161026505569572
2011-07-06,-0.017307757360451752,-0.011986536551852769,-0.009149813428771669
2011-07-07,-0.017248337764074254,-0.01194843538014816,-0.009123077030376132
2011-07-08,-0.01722958795791131,-0.011921571225000463,-0.00909188714580999
2011-07-11,-0.01729758944934219,-0.011987992753578426,-0.009157466402037361
2011-07-12,-0.018716449211369144,-0.01300558343009487,-0.009961142013874323
2011-07-13,-0.01848629592151227,-0.012848397955199835,-0.009842855411134423
2011-07-14,-0.017582099972612033,-0.012197810227450603,-0.009327465287660503
2011-07-15,-0.017603408154707394,-0.01222665417927252,-0.009360326530439222
2011-07-18,-0.017565578742946723,-0.012200124876220683,-0.009339821273526549
2011-07-19,-0.01759905507991143,-0.012226430914016416,-0.009362304851367385
2011-07-20,-0.019697412308780297,-0.01368559085875669,-0.010480711089144758
2011-07-21,-0.019164285055002027,-0.013316986415609714,-0.010199813147565599
2011-07-22,-0.01950223589128492,-0.013548266177385863,-0.010374226954234567
2011-07-25,-0.018932656619920298,-0.013145087416669372,-0.010059755690016861
2011-07-26,-0.01868514545231527,-0.01297247915828567,-0.009927077895377648
2011-07-27,-0.01841080274513252,-0.012780849663303385,-0.009779542507757758
2011-07-28,-0.02012446440343081,-0.014011246822443002,-0.010752313150607675
2011-07-29,-0.01980194225832267,-0.013804588386142432,-0.010607421228744779
2011-08-01,-0.01956815756804345,-0.013642280752602794,-0.010483217749668209
2011-08-02,-0.019232339248399663,-0.01341273169718924,-0.010310320445790236
2011-08-03,-0.02270487548844742,-0.015877030449911324,-0.012237131524775482
2011-08-04,-0.02191419629034539,-0.015312267992938312,-0.011792804446544165
2011-08-05,-0.0445048860219655,-0.03126077418879318,-0.02420038717739163
2011-08-08,-0.04064547449388399,-0.02852958824815086,-0.022070654122667625
2011-08-09,-0.08027596184188344,-0.056533904994551305,-0.04387710234138993
2011-08-10,-0.08447752066622663,-0.0594961093504042,-0.04617861141604364
2011-08-11,-0.08832331330972863,-0.062214573912821834,-0.04829610154985968
2011-08-12,-0.089533733938226,-0.06306632296518722,-0.04895664411217276
2011-08-15,-0.0782731470672181,-0.055109679637304544,-0.04276132086162879
2011-08-16,-0.07121170067146496,-0.050111761226823565,-0.03886346158447433
2011-08-17,-0.06213745352559631,-0.043684255691379605,-0.03384692420787462
2011-08-18,-0.05257186780032793,-0.03691600894413716,-0.0285699285188929
2011-08-19,-0.06786187904133677,-0.04773591817975965,-0.037006842916052884
2011-08-22,-0.06159600076322767,-0.04329592695119464,-0.0335402253173147
2011-08-23,-0.053479295737138416,-0.03756054144519759,-0.029074312435940518
2011-08-24,-0.05804197740335365,-0.04078092010533356,-0.03157911433042656
2011-08-25,-0.05237456861105945,-0.03677354065381833,-0.028456690377914706
2011-08-26,-0.0490485658528552,-0.034411416346534426,-0.0266084061062006
2011-08-29,-0.0440131730427018,-0.030855306435400555,-0.02384089643477977
2011-08-30,-0.04844568223872225,-0.03399287079988075,-0.0262881305012185
2011-08-31,-0.04250654331450082,-0.029799145847858432,-0.023024879279262955
2011-09-01,-0.03737410010951105,-0.02618191709134131,-0.020215405738515692
2011-09-02,-0.034999094389333914,-0.024479275949723326,-0.01887119966579341
2011-09-06,-0.04111928258826287,-0.028825487670474118,-0.022271711090229136
2011-09-07,-0.03721966605650957,-0.026078893674928494,-0.020139789142234774
2011-09-08,-0.04277181750556073,-0.03000265285634372,-0.023195458431273304
2011-09-09,-0.03952887055658272,-0.027722593594450423,-0.021428711032415147
2011-09-12,-0.04475237325124345,-0.03142533106855656,-0.024320734194693924
2011-09-13,-0.04032510768686878,-0.028300577900411246,-0.021890345565323762
2011-09-14,-0.036839781143016614,-0.02583820861055943,-0.019973311002355866
2011-09-15,-0.03498375457234634,-0.02452670600799994,-0.01895209211230753
2011-09-16,-0.03492857430982187,-0.024491207123600714,-0.018927085297760354
2011-09-19,-0.03145341289744963,-0.02203180207680442,-0.017009176210874204
2011-09-20,-0.029915365959274593,-0.020947082695292968,-0.01616612407238325
2011-09-21,-0.026653316373893503,-0.018634632994794575,-0.014359902556734633
2011-09-22,-0.03942195593014711,-0.02769912853389233,-0.02144973262663997
2011-09-23,-0.04757825528355814,-0.03346464002454284,-0.025940723954226613
2011-09-26,-0.04276956389291998,-0.030070714303710395,-0.023301004576944846
2011-09-27,-0.044419298439387,-0.03123024833219545,-0.024199214523170684
2011-09-28,-0.04109969971492245,-0.028880852996040988,-0.022367031023304496
2011-09-29,-0.04262353493773136,-0.029970449152847193,-0.023225135940828843
