tau,n_layers,n_units,lr,dropout,weight_decay,val_loss,train_epochs,time_sec
0.1,5,1,0.01,0.0,0.01,0.0014946683077141643,8,0.511
0.1,5,1,0.01,0.0,0.001,0.0014884037664160132,5,0.424
0.1,5,1,0.01,0.0,0.0001,0.0014896634966135025,5,0.419
0.1,5,1,0.01,0.2,0.01,0.001509202178567648,14,0.728
0.1,5,1,0.01,0.2,0.001,0.0014890150632709265,11,0.643
0.1,5,1,0.01,0.2,0.0001,0.0015063389437273145,7,0.526
0.1,5,1,0.001,0.0,0.01,0.0015207671094685793,25,1.005
0.1,5,1,0.001,0.0,0.001,0.0015362664125859737,25,0.979
0.1,5,1,0.001,0.0,0.0001,0.0015587694942951202,16,0.718
0.1,5,1,0.001,0.2,0.01,0.0015819018008187413,19,0.887
0.1,5,1,0.001,0.2,0.001,0.0015709646977484226,19,0.882
0.1,5,1,0.001,0.2,0.0001,0.001584846992045641,19,0.885
0.1,5,1,0.0001,0.0,0.01,0.0016500683268532157,25,0.982
0.1,5,1,0.0001,0.0,0.001,0.001616692985408008,25,0.973
0.1,5,1,0.0001,0.0,0.0001,0.0016059930203482509,25,0.969
0.1,5,1,0.0001,0.2,0.01,0.002940517384558916,1,0.34
0.1,5,1,0.0001,0.2,0.001,0.002940070116892457,1,0.34
0.1,5,1,0.0001,0.2,0.0001,0.002940024249255657,1,0.336
0.1,5,5,0.01,0.0,0.01,0.0014877230860292912,19,0.837
0.1,5,5,0.01,0.0,0.001,0.0014983759028837085,19,0.824
0.1,5,5,0.01,0.0,0.0001,0.0015057534910738468,7,0.487
0.1,5,5,0.01,0.2,0.01,0.001488840440288186,5,0.465
0.1,5,5,0.01,0.2,0.001,0.0015010909410193563,5,0.465
0.1,5,5,0.01,0.2,0.0001,0.0015071334782987833,5,0.471
0.1,5,5,0.001,0.0,0.01,0.0016386533388867974,10,0.563
0.1,5,5,0.001,0.0,0.001,0.0015442533185705543,17,0.784
0.1,5,5,0.001,0.0,0.0001,0.001559172640554607,17,0.767
0.1,5,5,0.001,0.2,0.01,0.0015361024998128414,18,0.865
0.1,5,5,0.001,0.2,0.001,0.0015720075462013483,18,0.872
0.1,5,5,0.001,0.2,0.0001,0.001548259286209941,18,0.875
0.1,5,5,0.0001,0.0,0.01,0.0016323939198628068,41,1.449
0.1,5,5,0.0001,0.0,0.001,0.0015720492228865623,41,1.444
0.1,5,5,0.0001,0.0,0.0001,0.0015926867490634322,41,1.44
0.1,5,5,0.0001,0.2,0.01,0.001693442347459495,115,3.904
0.1,5,5,0.0001,0.2,0.001,0.0017155648674815893,130,4.365
0.1,5,5,0.0001,0.2,0.0001,0.0016553166788071394,130,4.337
0.1,5,10,0.01,0.0,0.01,0.0014877155190333724,17,0.787
0.1,5,10,0.01,0.0,0.001,0.0014947009040042758,7,0.487
0.1,5,10,0.01,0.0,0.0001,0.0014877477660775185,9,0.544
0.1,5,10,0.01,0.2,0.01,0.0014878906076774001,16,0.83
0.1,5,10,0.01,0.2,0.001,0.0014929106691852212,15,0.793
0.1,5,10,0.01,0.2,0.0001,0.0014886468416079879,15,0.801
0.1,5,10,0.001,0.0,0.01,0.0015962831676006317,5,0.436
0.1,5,10,0.001,0.0,0.001,0.0015105290804058313,12,0.635
0.1,5,10,0.001,0.0,0.0001,0.0014885560376569629,12,0.636
0.1,5,10,0.001,0.2,0.01,0.0015456852270290256,12,0.698
0.1,5,10,0.001,0.2,0.001,0.001556080998852849,12,0.703
0.1,5,10,0.001,0.2,0.0001,0.001556504052132368,16,0.824
0.1,5,10,0.0001,0.0,0.01,0.0015518860891461372,1,0.323
0.1,5,10,0.0001,0.0,0.001,0.0015637100441381335,1,0.321
0.1,5,10,0.0001,0.0,0.0001,0.0015660381177440286,1,0.317
0.1,5,10,0.0001,0.2,0.01,0.00262333988212049,1,0.346
0.1,5,10,0.0001,0.2,0.001,0.0026762590277940035,1,0.349
0.1,5,10,0.0001,0.2,0.0001,0.002675068099051714,1,0.35
0.1,10,1,0.01,0.0,0.01,0.0015218919143080711,2,0.502
0.1,10,1,0.01,0.0,0.001,0.001510618138127029,2,0.501
0.1,10,1,0.01,0.0,0.0001,0.0014912327751517296,2,0.503
0.1,10,1,0.01,0.2,0.01,0.0014878176152706146,7,0.8
0.1,10,1,0.01,0.2,0.001,0.0014917972730472684,3,0.619
0.1,10,1,0.01,0.2,0.0001,0.0014891172759234905,3,0.622
0.1,10,1,0.001,0.0,0.01,0.0015449312049895525,9,0.808
0.1,10,1,0.001,0.0,0.001,0.0015424033626914024,9,0.797
0.1,10,1,0.001,0.0,0.0001,0.0015378212556242943,9,0.803
0.1,10,1,0.001,0.2,0.01,0.0015660545323044062,18,1.317
0.1,10,1,0.001,0.2,0.001,0.0015780123649165034,25,1.638
0.1,10,1,0.001,0.2,0.0001,0.0015431488864123821,12,1.025
0.1,10,1,0.0001,0.0,0.01,0.0016693542711436749,72,3.427
0.1,10,1,0.0001,0.0,0.001,0.001680452493019402,72,3.431
0.1,10,1,0.0001,0.0,0.0001,0.0016826905775815248,72,3.435
0.1,10,1,0.0001,0.2,0.01,0.0016660040710121393,102,5.234
0.1,10,1,0.0001,0.2,0.001,0.001705762348137796,88,4.589
0.1,10,1,0.0001,0.2,0.0001,0.0017071714391931891,88,4.576
0.1,10,5,0.01,0.0,0.01,0.001488386420533061,1,0.469
0.1,10,5,0.01,0.0,0.001,0.0014933549100533128,7,0.725
0.1,10,5,0.01,0.0,0.0001,0.0014892821200191975,4,0.603
0.1,10,5,0.01,0.2,0.01,0.0015000685816630721,19,1.4
0.1,10,5,0.01,0.2,0.001,0.0015006022294983268,28,1.815
0.1,10,5,0.01,0.2,0.0001,0.0015793289057910442,4,0.672
0.1,10,5,0.001,0.0,0.01,0.0016208417946472764,5,0.647
0.1,10,5,0.001,0.0,0.001,0.0016356761334463954,14,1.022
0.1,10,5,0.001,0.0,0.0001,0.0016328843776136637,14,1.069
0.1,10,5,0.001,0.2,0.01,0.001634844928048551,22,2.081
0.1,10,5,0.001,0.2,0.001,0.0016097230836749077,22,1.58
0.1,10,5,0.001,0.2,0.0001,0.0015900499420240521,35,2.188
0.1,10,5,0.0001,0.0,0.01,0.001487814006395638,45,2.371
0.1,10,5,0.0001,0.0,0.001,0.001487769652158022,45,2.356
0.1,10,5,0.0001,0.0,0.0001,0.0014877617359161377,45,2.365
0.1,10,5,0.0001,0.2,0.01,0.0014897295041009784,41,2.471
0.1,10,5,0.0001,0.2,0.001,0.001544983359053731,37,2.252
0.1,10,5,0.0001,0.2,0.0001,0.0014906644355505705,40,2.418
0.1,10,10,0.01,0.0,0.01,0.0014898914378136396,19,1.276
0.1,10,10,0.01,0.0,0.001,0.0014890598831698298,19,1.28
0.1,10,10,0.01,0.0,0.0001,0.0016210287576541305,7,0.74
0.1,10,10,0.01,0.2,0.01,0.0014910615282133222,18,1.378
0.1,10,10,0.01,0.2,0.001,0.0014878748916089535,16,1.292
0.1,10,10,0.01,0.2,0.0001,0.0014888979494571686,16,1.286
0.1,10,10,0.001,0.0,0.01,0.0015392249915748835,17,1.188
0.1,10,10,0.001,0.0,0.001,0.0015277564525604248,12,0.966
0.1,10,10,0.001,0.0,0.0001,0.0015056011034175754,12,0.974
0.1,10,10,0.001,0.2,0.01,0.0015817868988960981,11,1.043
0.1,10,10,0.001,0.2,0.001,0.001606249832548201,11,1.037
0.1,10,10,0.001,0.2,0.0001,0.0016072638100013137,11,1.044
0.1,10,10,0.0001,0.0,0.01,0.001703002955764532,23,1.458
0.1,10,10,0.0001,0.0,0.001,0.0016644879942759871,23,1.443
0.1,10,10,0.0001,0.0,0.0001,0.0016507584368810058,23,1.45
0.1,10,10,0.0001,0.2,0.01,0.0016939174383878708,84,4.635
0.1,10,10,0.0001,0.2,0.001,0.0017112536588683724,83,4.614
0.1,10,10,0.0001,0.2,0.0001,0.0016953061567619443,101,5.509
